StockCode,Description,TotalUnitsSold,TotalSales,MaterialCost,LaborCost,PackagingCost,OverheadPct,OverheadCost,ShouldCost,Vendor1Quote,Vendor2Quote,CostDiscrepancy_Vendor1,DiscrepancyPct_Vendor1,TotalDiscrepancyImpact_Vendor1,TotalVendor1Cost,CostDiscrepancy_Vendor2,DiscrepancyPct_Vendor2,TotalDiscrepancyImpact_Vendor2,TotalVendor2Cost
16012,FOOD/DRINK SPONGE STICKERS,1244,261.24,2.136387385224852,1.543997210688712,0.40556183960677594,0.1954060532697829,0.798418666836767,4.884365102357107,4.628095890750698,5.238592181618458,-0.2562692116064085,-5.2467251369627865,-318.79889923837214,5757.351288093869,0.3542270792613511,7.252264559224034,440.6584866011208,6516.808673933361
16014,SMALL CHINESE STYLE SCISSOR,13328,4335.76,2.1419157844870185,1.0127580868131814,0.21672760986818798,0.24242431476087425,0.8173096938560429,4.188711175024431,4.038304809789886,4.327961754859567,-0.1504063652345451,-3.5907552215907517,-2004.616035846017,53822.5265048796,0.139250579835136,3.3244254381975575,1855.9317280426926,57683.07426876831
16015,MEDIUM CHINESE STYLE SCISSOR,662,289.98,2.5648478503583823,2.956709574113713,0.37847201475628467,0.24951006554415722,1.4721167320943302,7.37214617132271,6.790979856905366,7.776101977359956,-0.5811663144173433,-7.883271721850173,-384.7321001442813,4495.6286652713525,0.40395580603724657,5.479487202907276,267.41874359665724,5147.779509012291
16016,LARGE CHINESE STYLE SCISSOR,1273,1053.45,3.336647510712832,2.931494419639495,0.24521255263740588,0.15628616987453722,1.017947225181612,7.531301708171345,6.904729290678433,8.062408566398675,-0.6265724174929117,-8.319576638565554,-797.6266874684766,8789.720387033645,0.5311068582273304,7.051992853387984,676.0990305233915,10263.446105025514
16033,MINI HIGHLIGHTER PENS,840,100.79999999999998,3.0118075652474054,1.79031059494461,0.2827159493040332,0.18985189556719184,0.9653653943325388,6.050199503828587,5.824607858561746,6.357744754419697,-0.2255916452668414,-3.7286645692276132,-189.49698202414677,4892.670601191866,0.3075452505911098,5.083224948144175,258.33801049653226,5340.505593712545
16043,POP ART PUSH DOWN RUBBER ,98,11.759999999999998,2.5193019906931466,2.456741708679292,0.545206495878114,0.2284401480286122,1.2612752119060404,6.7825254071565935,6.476428654735024,7.1122101447841715,-0.30609675242156964,-4.513020358148472,-29.997481737313826,634.6900081640323,0.329684737627578,4.860796205491697,32.30910428750264,696.9965941888488
16045,POPART WOODEN PENCILS ASST,8900,380.0,3.641485131528328,1.69161219682085,0.3839346966893061,0.1176193109194576,0.6724333672894978,6.389465392327981,6.098605646026202,6.517765342295887,-0.2908597463017788,-4.552176566305886,-2588.6517420858313,54277.5902496332,0.12829994996790628,2.007991938135541,1141.869554714366,58008.1115464334
16046,TEATIME PEN CASE & PENS,67,56.949999999999996,1.9882285122821464,2.3421863141719523,0.6127567028203387,0.20343466165779475,1.0056124275743892,5.948783956848827,5.616905859914774,6.450525080299058,-0.33187809693405335,-5.578923345366451,-22.235832494581572,376.33269261428984,0.5017411234502305,8.434347710216919,33.61665527116544,432.18518038003685
16048,TEATIME ROUND PENCIL SHARPENER ,1437,186.84,2.5225062698732637,2.610860086091958,0.4027950026057523,0.16132654925876025,0.8931298081179454,6.42929116668892,6.076234790896063,7.015301826276596,-0.35305637579285687,-5.491373257787617,-507.3420120143353,8731.549394517642,0.586010659587676,9.114700896171591,842.0973178274903,10080.988724359468
16049,TEATIME GEL PENS ASST,504,82.08,2.7822664515279207,2.8935124893844817,0.9524298408823582,0.13092192404202463,0.8677778466648142,7.495986628459574,7.187570258602956,8.227273213369148,-0.30841636985661847,-4.114419957549978,-155.4418504077357,3622.53541033589,0.731286584909574,9.755708236366658,368.5684387944253,4146.545699538051
16052,TEATIME PUSH DOWN RUBBER,467,105.28999999999999,3.0962449447596256,1.800424551699344,0.9247551743410116,0.1604130428121163,0.9338324449445474,6.755257115744529,6.225646298719087,7.27907130943064,-0.5296108170254419,-7.839980151030431,-247.32825155088136,2907.3768215018135,0.5238141936861114,7.754171080553745,244.621228451414,3399.326301504109
16054,POPART RECT PENCIL SHARPENER ASST,1166,140.52,4.2481158648755475,2.5665959659120956,0.6534448840083729,0.11139404304473753,0.8319081705528331,8.30006488534885,7.704298489303381,8.830467127155881,-0.5957663960454687,-7.177852273144354,-694.6636177890165,8983.212038527741,0.5304022418070318,6.390338498959085,618.449013946999,10296.324670263757
16216,LETTER SHAPE PENCIL SHARPENER,3316,227.14,2.1988582375542594,1.5318569012642376,0.48353919358990893,0.20431107228839585,0.8610188215503792,5.075273153958785,4.921649414676809,5.286114016570908,-0.1536237392819766,-3.0269058358395524,-509.41631945903436,16320.189459068299,0.21084086261212232,4.154276158469687,699.1483004217976,17528.75407894913
16218,CARTOON  PENCIL SHARPENERS,3760,253.2,3.2998205344476403,2.980664607587297,0.5049175056277885,0.13791140031226795,0.935784380821737,7.721187028484462,7.139852804324442,8.492873021164607,-0.5813342241600203,-7.529078391902733,-2185.8166828416765,26845.8465442599,0.7716859926801449,9.994395807707999,2901.539332477345,31933.202559578924
16219,HOUSE SHAPE PENCIL SHARPENER,2915,309.9,3.5734509910171486,1.0515391975287023,0.5294818265155976,0.1467108467567317,0.7562169539135424,5.910688968974991,5.577945348653258,6.307770403690846,-0.3327436203217333,-5.629523428965616,-969.9476532378526,16259.710691324248,0.39708143471585444,6.71802283625685,1157.4923821967157,18387.150726758817
16225,RATTLE SNAKE EGGS,762,599.34,1.662576444519992,2.2070576130022417,0.7820634577079553,0.11816219473621942,0.5496547876486175,5.2013523028788065,4.973591104127301,5.588813133154883,-0.22776119875150513,-4.378884287946532,-173.55403344864692,3789.8764213450036,0.38746083027607625,7.449232578643581,295.2451526703701,4258.675607464021
16235,RECYCLED PENCIL WITH RABBIT ERASER,2665,525.75,3.6264069816550344,2.3190119633026542,0.5613111964150703,0.22969886708348375,1.494588541891279,8.001318683264039,7.841244190841623,8.598156990787526,-0.16007449242241556,-2.000601385334588,-426.59852230573745,20896.915768592924,0.5968383075234875,7.459249295642538,1590.5740895500944,22914.088380448757
16236,KITTY PENCIL ERASERS,1296,266.56,2.0968344329055206,2.3760911141482577,0.885383957204718,0.17401664189241078,0.932435026151252,6.290744530409748,5.880734602387896,6.841940469896224,-0.4100099280218519,-6.517669348037343,-531.37286671632,7621.432044694714,0.551195939486476,8.76201436605746,714.349937574473,8867.154848985507
16237,SLEEPING CAT ERASERS,4598,886.08,1.7276805754484783,1.240775157578178,0.9552758287442917,0.18582203166796005,0.7291157705279755,4.652847332298924,4.346910662987475,4.749504666670538,-0.3059366693114489,-6.575256987000447,-1406.696805494042,19987.09522841641,0.09665733437161439,2.077380310775359,444.43042344068294,21838.222457351134
16238,PARTY TIME PENCIL ERASERS,1261,265.51,4.821099380386666,2.8770595669462606,0.4687569227031471,0.1854149024642282,1.5142679094762963,9.68118377951237,9.365645637703441,10.045387543677933,-0.31553814180892914,-3.2592929645306494,-397.89359682105965,11810.07914914404,0.36420376416556266,3.761975523450988,459.2609466127745,12667.233692577873
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,31,27.91,4.879712115760958,1.3623665581001656,0.6485555851005441,0.16157396718120126,1.1133471136151336,8.003981372576801,7.71936178716525,8.590214739242523,-0.2846195854115514,-3.5559751099210892,-8.823207147758094,239.30021540212275,0.5862333666657218,7.324272001360116,18.173234366637374,266.2966569165182
16259,PIECE OF CAMO STATIONERY SET,3380,326.56,4.329390718407614,2.245506806479682,0.2760452294660516,0.1288794873157209,0.8829459898104123,7.73388874416376,7.412824632377498,8.442403122120131,-0.3210641117862627,-4.151392946123616,-1085.1966978375679,25055.34725743594,0.7085143779563712,9.161165894596541,2394.7785974925346,28535.322552766043
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,72,20.88,2.5661481921067972,1.44535215824617,0.3603752382130872,0.21176991227476,0.925831709866798,5.297707298432852,4.964260971065744,5.694119385752217,-0.333446327367108,-6.294162900727771,-24.008135570431776,357.4267899167335,0.3964120873193657,7.482710255370864,28.541670286994332,409.97659577415965
17003,BROCADE RING PURSE ,22963,5980.05,1.8418523990223434,1.6144328340425418,0.5307726133681281,0.11905843980365116,0.4746928866032199,4.461750733036233,4.131202508279505,4.69857735353104,-0.3305482247567282,-7.408487038714269,-7590.3788850887495,94864.80319762227,0.2368266204948073,5.3079303319494535,5438.24968642226,107893.43176913328
17021,NAMASTE SWAGAT INCENSE,2427,643.14,3.894815592792549,2.092917083456249,0.3649621727214231,0.11558106854182158,0.7342512587641041,7.086946107734326,6.723374706898007,7.433670975024028,-0.3635714008363182,-5.130156139321213,-882.3877898297443,16317.630413641464,0.3467248672897023,4.892443966962086,841.5012529121075,18041.519456383317
17038,PORCELAIN BUDAH INCENSE HOLDER,1501,138.1,3.0405337280886044,1.834386837129153,0.901248392630974,0.2065217556394755,1.1929045540451595,6.969073511893891,6.760683324117954,7.51988009554634,-0.20839018777593665,-2.9902136549468725,-312.7936718516809,10147.785669501049,0.5508065836524496,7.9035840662665695,826.7606820623269,11287.340023415058
17096,ASSORTED LAQUERED INCENSE HOLDERS,2516,443.76000000000005,1.9271338219567258,1.3204512019530126,0.32662900484727847,0.13132555306779758,0.4693856341091962,4.043599662866213,3.9251310751444715,4.364253136303352,-0.11846858772174151,-2.9297803343313116,-298.06696670790166,9875.629785063491,0.32065347343713935,7.929901577097557,806.7641391678426,10980.460890939234
17174,ASSTD RASTA KEY-CHAINS,9,3.7800000000000002,3.2331191853894454,1.3418728048416966,0.5645286572424736,0.14601591270292485,0.7504517981963874,5.889972445670003,5.352099382132257,6.293816282485985,-0.537873063537746,-9.13201323943649,-4.840857571839714,48.16889443919032,0.403843836815982,6.856463940045537,3.634594531343838,56.64434654237387
18007,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,5856,383.76,1.6203598239032644,1.8362895763255993,0.6845593923679005,0.17128412005026106,0.7093233039843407,4.850532096581105,4.53169703094022,5.060644350951056,-0.3188350656408856,-6.573197729494798,-1867.0981443930261,26537.617813185927,0.2101122543699505,4.331736192778686,1230.4173615904301,29635.13331916938
20615,BLUE POLKADOT PASSPORT COVER,231,233.34,4.682621407275738,2.5145659565510012,0.7534911265286757,0.16740269750943193,1.3309650263157145,9.28164351667113,8.698549847548565,10.154232964767084,-0.5830936691225652,-6.282224350410005,-134.69463756731255,2009.3650147837184,0.8725894480959546,9.401238547124354,201.5681625101655,2345.6278148611964
20616,CHERRY BLOSSOM PASSPORT COVER,134,122.78,2.405729935600059,2.7959292936955773,0.5064554957812054,0.2062868687597499,1.1775091131575222,6.8856238382343635,6.735580788750592,7.32733932982269,-0.1500430494837719,-2.1790770598099716,-20.105768630825434,902.5678256925793,0.4417154915883268,6.415039536949103,59.18987587283579,981.8634701962405
20617,FIRST CLASS PASSPORT COVER ,66,137.74,3.818827995238937,1.1682553245187657,0.8952792549797828,0.19351476901650416,1.138324034921653,7.020686609659138,6.699418875652351,7.605084269896365,-0.32126773400678665,-4.576015878059319,-21.20367044444792,442.1616457930552,0.5843976602372276,8.32393884998665,38.570245575657026,501.9355618131601
20618,QUEEN OF THE SKIES PASSPORT COVER ,68,137.88000000000002,2.5909887663129383,1.7862078151188021,0.6546553208623405,0.19665942434227984,0.9895610984807597,6.0214130007748405,5.615447610411021,6.245076345266716,-0.4059653903638196,-6.742028661903437,-27.605646544739734,381.85043750794944,0.2236633444918752,3.7144660972946717,15.209107425447513,424.66519147813665
20619,TROPICAL PASSPORT COVER ,142,206.23000000000002,3.320238074122338,1.2004911274457533,0.5516062243580415,0.20710814959831858,1.0505220042055605,6.122857430131693,5.5233355847841565,6.4138355946413705,-0.5995218453475362,-9.791536912115255,-85.13210203935013,784.3136530393502,0.29097816450967784,4.7523263089178185,41.31889936037425,910.7646544390747
20622,VIP PASSPORT COVER ,35,73.5,3.4134859777014785,1.0331849612651958,0.25379250724162933,0.1438919091135198,0.6763586589932272,5.376822105201531,5.082337928823319,5.8605552254229965,-0.2944841763782122,-5.476918719206436,-10.306946173237428,177.88182750881614,0.48373312022146564,8.996636131098755,16.930659207751297,205.11943288980487
20622,VIPPASSPORT COVER ,128,166.68,2.1469905943393446,2.323437365287913,0.571751574756132,0.14834999677007105,0.7480073176398943,5.790186852023284,5.255671994895877,5.929200914339938,-0.534514857127407,-9.231392194893152,-68.4179017123081,672.7260153466723,0.13901406231665359,2.400856239519756,17.79379997653166,758.937717035512
20652,BLUE POLKADOT LUGGAGE TAG ,150,194.76,4.893546197175954,2.2048988839331756,0.8565886726525842,0.16569966218433313,1.3181464056632837,9.273180159424998,8.964902526563323,9.83870713699069,-0.30827763286167453,-3.3244003412178924,-46.24164492925118,1344.7353789844985,0.5655269775656926,6.098522490053285,84.82904663485388,1475.8060705486034
20653,CHERRY BLOSSOM LUGGAGE TAG,33,43.67,4.2129648817639005,1.3260382276297724,0.6916328145770524,0.1461193259550289,0.9104163214817911,7.141052245452516,6.856849026572137,7.559064010240515,-0.28420321888037936,-3.979850715437104,-9.378706223052518,226.27601787688053,0.41801176478799906,5.853643838752091,13.794388238003968,249.449112337937
20654,FIRST CLASS LUGGAGE TAG ,105,126.69,4.7882462954746625,1.4676256661861282,0.8657299629832946,0.24774068034562952,1.7643105059620705,8.885912430606156,8.324684713020428,9.597659933127476,-0.5612277175857283,-6.315926720734563,-58.928910346501475,874.0918948671449,0.7117475025213196,8.009841511264673,74.73348776473856,1007.754292978385
20655,QUEEN OF SKIES LUGGAGE TAG,89,109.11,4.63189572649677,1.0474155072890368,0.5952093364794445,0.22210778896321445,1.3936198906658226,7.668140460931074,7.1646262984276845,7.994431352391068,-0.5035141625033894,-6.566313763666402,-44.81276046280166,637.6517405600639,0.326290891459994,4.255150164794652,29.039889339939467,711.504390362805
20657,TROPICAL LUGGAGE TAG,61,76.39,3.592649925838798,2.6698944113888077,0.2947693640755855,0.12469820323840444,0.8176852366230795,7.374998937926271,7.166928957576006,7.651748322968752,-0.20806998035026503,-2.8212882754498527,-12.692268801366167,437.1826664121363,0.27674938504248114,3.752534574876814,16.88171248759135,466.75664770109387
20658,RED RETROSPOT LUGGAGE TAG,328,410.0,4.726559822580909,2.949381192097103,0.21091187666870487,0.10083912338228043,0.7953033318084067,8.682156223155124,8.014295837815917,9.499065746788096,-0.6678603853392069,-7.69233319665497,-219.05820639125986,2628.689034803621,0.8169095236329724,9.409062710185891,267.94632375161495,3115.6935649464954
20659,ECONOMY LUGGAGE TAG,95,140.81,1.8097237571817182,1.2709190735893816,0.442575637374873,0.10641749023709018,0.37493206693705994,3.898150535083033,3.585992865457359,4.154402368640216,-0.31215766962567404,-8.007840303145832,-29.654978614439035,340.6693222184491,0.25625183355718306,6.57367721566773,24.34392418793239,394.66822502082056
20661,BLUE POLKADOT PURSE ,9,35.07,2.185940018467008,1.4629504275305962,0.7583923771982339,0.1366095176564388,0.6020767806522913,5.00935960384813,4.8848058578661355,5.151501011469448,-0.12455374598199409,-2.4864205373939097,-1.1209837138379468,43.96325272079522,0.14214140762131855,2.8375165462692524,1.279272668591867,46.363509103225034
20662,FIRST CLASS HOLIDAY PURSE ,11,40.97,1.6582955111868833,2.736819047893868,0.832207923153355,0.11714369287552849,0.6123478594201773,5.8396703416542834,5.633761620448576,6.046645152595349,-0.20590872120570758,-3.526033305972148,-2.2649959332627834,61.971377824934336,0.20697481094106518,3.5442892977145792,2.276722920351717,66.51309667854883
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,3,11.690000000000001,2.6386561576714254,2.8529275959123694,0.43660226769626354,0.18000071723388583,1.0670777357263066,6.995263757006366,6.754976778846113,7.694133170840374,-0.24028697816025257,-3.434995255462444,-0.7208609344807577,20.264930336538338,0.6988694138340081,9.990608476113994,2.0966082415020244,23.08239951252112
20664,TROPICAL HOLIDAY PURSE ,6,17.700000000000003,2.860370513913187,1.8392547656136207,0.5965231367065977,0.22869928340910378,1.2112253476208397,6.507373763854245,5.958252315939684,6.73935330714616,-0.549121447914561,-8.4384494857926,-3.294728687487366,35.7495138956381,0.2319795432919154,3.5648719700175406,1.3918772597514923,40.43611984287696
20665,RED RETROSPOT PURSE ,340,998.2000000000002,2.449721611208636,1.1012449445381483,0.5368951235472653,0.2105125331369841,0.8605461172217961,4.948407796515846,4.5102939769607655,5.289046494843325,-0.4381138195550802,-8.853632068552523,-148.95869864872728,1533.4999521666603,0.3406386983274796,6.883804090829418,115.81715743134308,1798.2758082467305
20666,ECONOMY HOLIDAY PURSE,4,11.8,4.4005812820317525,1.0787836673856388,0.5284182274811423,0.13234135946232856,0.7950781929856591,6.802861369884193,6.13674126640989,7.167564443602113,-0.6661201034743023,-9.791763601462922,-2.664480413897209,24.54696506563956,0.3647030737179202,5.361024631964956,1.4588122948716808,28.67025777440845
20667,CHERRY BLOSSOM PURSE,1,2.95,2.748636643427562,2.147899732138021,0.3850789705601204,0.1598948884038679,0.8445032963609255,6.126118642486629,5.629678330784357,6.6826638253146715,-0.49644031170227176,-8.103667928650555,-0.49644031170227176,5.629678330784357,0.5565451828280423,9.084792758798697,0.5565451828280423,6.6826638253146715
20668,DISCO BALL CHRISTMAS DECORATION,12714,1408.56,2.483270783905833,1.785790217786358,0.3090968840235667,0.17618413142969164,0.8065987706428243,5.384756656358582,5.1797871830065825,5.81776371780857,-0.20496947335199955,-3.8064760662854034,-2605.9818841973224,65855.81424474569,0.43300706144998813,8.041348738362622,5505.251779275149,73967.04790821816
20669,RED HEART LUGGAGE TAG,195,243.75,3.3994362910538696,1.057304855155309,0.3573508465849705,0.22153087742550032,1.0664700231707633,5.880562015964912,5.40543067898896,6.279006032782967,-0.4751313369759522,-8.079692649886804,-92.65061071031069,1054.0589824028473,0.39844401681805497,6.775611170094535,77.69658327952072,1224.4061763926786
20670,VIP HOLIDAY PURSE,8,29.28,1.9932347874116694,2.1665047846251135,0.24426590973067688,0.2258682404659247,0.9947249691691031,5.398730450936562,5.173755973764625,5.51134320939888,-0.22497447717193708,-4.1671737312409975,-1.7997958173754967,41.390047790117,0.11261275846231733,2.0859118543838666,0.9009020676985386,44.09074567519104
20671,BLUE TEATIME PRINT BOWL ,10,12.5,4.307689432639139,1.022605073178045,0.35850459345886165,0.2364577467861664,1.3451606169339867,7.033959716210032,6.472316751851013,7.669714434376125,-0.5616429643590193,-7.984733877060616,-5.616429643590193,64.72316751851012,0.6357547181660932,9.038361659947695,6.357547181660932,76.69714434376125
20674,GREEN POLKADOT BOWL,1373,1649.06,1.760927252879198,2.574743916298546,0.20736071810030357,0.17638678757543128,0.8013308004497236,5.344362687727771,4.978933337097896,5.641367080650063,-0.36542935062987514,-6.837660016394628,-501.7344984148186,6836.075471835411,0.2970043929222923,5.557339766709729,407.7870314823073,7745.597001732537
20675,BLUE POLKADOT BOWL,2729,3179.9,4.954104278101811,1.6128656454067432,0.7018067205087826,0.20414121196537943,1.4838568736153426,8.75263351763268,8.5657909028255,9.579986811192372,-0.18684261480717979,-2.134701680708723,-509.89349580879366,23376.04337381079,0.8273532935596926,9.452621224148618,2257.8471381244008,26143.784007743983
20676,RED RETROSPOT BOWL,4363,5046.9800000000005,4.202856692538301,1.0805160060184642,0.4531003259101463,0.11677005568509058,0.6698482745030212,6.4063212989699325,5.891156577742,6.788414295550804,-0.5151647212279329,-8.041506149726924,-2247.663678717471,25703.116148688343,0.38209299658087126,5.964312102833614,1667.0717440823414,29617.851571488158
20677,PINK POLKADOT BOWL,3159,3642.5800000000004,2.1955048853696035,2.1767044419663066,0.9785157691415269,0.18479334399309733,0.988778383365854,6.339503479843291,5.896433363976415,6.818376634637463,-0.4430701158668757,-6.989034981613862,-1399.6584960234604,18626.832996801495,0.47887315479417225,7.553795913461818,1512.76029599479,21539.251788819747
20678,LARGE BLACK DIAMANTE HAIRSLIDE,4,6.6,1.5193274099326084,1.7953688288661094,0.3549736406210383,0.13730377142067027,0.5038595143131688,4.173529393732925,3.8567041501794512,4.280135574353077,-0.3168252435534735,-7.591302556278294,-1.267300974213894,15.426816600717805,0.10660618062015192,2.554341195733146,0.4264247224806077,17.120542297412307
20679,EDWARDIAN PARASOL RED,1630,9055.87,4.3541149995919195,2.9476008267142992,0.4766628562476751,0.1647575327539917,1.281546480563824,9.059925163117718,8.233388180578556,9.781205123670162,-0.826536982539162,-9.123000109359984,-1347.255281538834,13420.422734343047,0.7212799605524438,7.961213228214301,1175.6863357004834,15943.364351582364
20681,PINK POLKADOT CHILDRENS UMBRELLA,125,406.25,3.97400070346666,2.0883973250074046,0.4862729269132266,0.1951075762460079,1.2776953177382433,7.826366273125534,7.350456925122937,8.194516057780838,-0.4759093480025971,-6.080846862953402,-59.488668500324636,918.8071156403671,0.3681497846553041,4.703968250495386,46.018723081913016,1024.3145072226048
20682,RED RETROSPOT CHILDRENS UMBRELLA,1140,3629.66,4.051525088143455,1.5504783620740166,0.20676119684996844,0.13854789067806716,0.8047920892965211,6.613556736363962,6.152560437726295,6.931726493180533,-0.4609962986376672,-6.9704746933359845,-525.5357804469406,7013.918899007976,0.31816975681657134,4.810872114654248,362.7135227708913,7902.168202225807
20684,STRAWBERRY DREAM CHILDS UMBRELLA,78,253.5,4.19944621340081,2.4188777292679493,0.8713663624315673,0.10782775866951416,0.807596518727758,8.297286823828085,7.92881233833464,8.54199428645484,-0.3684744854934445,-4.440903313541751,-28.741009868488675,618.447362390102,0.2447074626267547,2.9492467576751196,19.087182084886866,666.2755543434774
20685,DOORMAT RED RETROSPOT,3901,25397.85,1.7591562810693162,1.5429840050854227,0.22559556811545978,0.10153507846131363,0.35818893675411384,3.8859247910243124,3.7515011854423057,4.009297353616008,-0.13442360558200672,-3.4592436243876263,-524.3864853754083,14634.606124410435,0.12337256259169527,3.1748571891216355,481.27636667020323,15640.268976456045
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,255,832.13,2.754630049904954,2.80848658281513,0.9521438677833931,0.10332393033167823,0.6731823220467563,7.1884428225502335,6.782583176602505,7.439037147345978,-0.4058596459477286,-5.6460022840348945,-103.4942097166708,1729.5587100336388,0.2505943247957445,3.4860724496496935,63.90155282291485,1896.9544725732244
20694,FLORAL PINK MONSTER,36,135.0,1.905541708337954,1.7494439410147529,0.9136594808748966,0.10125246062706546,0.4625865611674047,5.031231691395008,4.541067534987935,5.263958827353139,-0.4901641564070731,-9.742428623301294,-17.645909630654632,163.47843125956564,0.23272713595813066,4.625649348571393,8.378176894492704,189.50251778471298
20695,FLORAL BLUE MONSTER,5,21.25,4.520861990564578,2.0997371255524104,0.6284175328687709,0.11655325848368132,0.8448965112417466,8.093913160227507,7.685282148547735,8.833353584675374,-0.40863101167977156,-5.0486211501222185,-2.043155058398858,38.426410742738675,0.7394404244478672,9.135759302204853,3.697202122239336,44.16676792337687
